order_id,customer_id,product_id,quantity,order_date
124,758,219,1,2025-12-27
125,212,452,2,2025-05-09
126,394,76,4,2025-04-26
127,733,118,2,2026-04-09
128,815,109,1,2025-11-29
129,345,344,5,2025-07-25
130,929,316,2,2026-06-05
131,534,26,3,2026-06-03
132,152,448,4,2025-10-14
133,927,480,2,2025-04-04
134,534,147,5,2024-09-26
135,825,174,3,2025-04-09
136,650,257,5,2024-11-22
137,568,460,2,2026-01-22
138,18,51,5,2025-12-24
139,825,316,3,2024-09-11
140,146,482,5,2024-09-28
141,717,166,1,2025-06-03
142,877,303,3,2025-01-23
143,843,137,4,2025-11-15
144,572,7,1,2026-01-21
145,323,22,4,2026-03-30
146,897,482,5,2024-09-01
147,841,218,1,2024-10-19
148,934,131,3,2026-01-28
149,242,499,5,2026-05-21
150,214,486,4,2026-02-10
151,214,2,4,2026-03-12
152,472,247,3,2026-06-16
153,394,434,4,2026-03-21
154,975,89,2,2025-01-22
155,632,449,4,2025-04-28
156,944,370,4,2026-02-15
157,143,72,4,2025-03-29
158,676,181,1,2026-03-06
159,157,93,1,2025-04-23
160,552,145,5,2025-04-25
161,908,430,3,2026-05-08
162,169,170,4,2025-11-25
163,99,400,1,2024-10-27
164,415,282,1,2026-01-09
165,32,383,4,2025-12-14
166,8,135,3,2024-10-25
167,163,136,2,2026-05-08
168,989,438,5,2026-04-02
169,67,239,2,2025-12-19
170,674,191,2,2025-06-19
171,779,291,4,2025-03-20
172,708,402,1,2025-04-13
173,632,92,4,2025-04-29
174,681,144,5,2026-01-05
175,334,16,5,2024-11-18
176,817,147,3,2024-12-08
177,439,242,4,2026-05-20
178,219,129,1,2024-11-25
179,896,442,1,2025-05-24
180,307,187,2,2026-01-20
181,826,298,3,2026-06-28
182,843,52,3,2026-02-18
183,409,485,5,2025-01-14
184,904,52,3,2024-09-18
185,187,352,1,2026-03-24
186,644,227,5,2025-06-09
187,979,111,1,2025-08-25
188,280,286,5,2025-07-10
189,939,480,2,2025-06-26
190,26,403,5,2026-06-16
191,58,484,1,2026-03-19
192,875,375,2,2025-10-12
193,933,96,5,2025-02-10
194,198,496,3,2025-12-04
195,5,193,4,2024-12-10
196,456,264,5,2024-09-06
197,397,214,4,2025-01-27
198,747,125,2,2026-04-01
199,669,134,4,2026-02-04
200,319,336,4,2026-06-28
201,853,51,4,2025-10-14
202,328,49,1,2026-05-05
203,347,367,4,2025-01-16
204,535,382,5,2025-01-25
205,319,433,5,2024-11-02
206,132,32,3,2026-02-20
207,271,76,1,2026-04-19
208,963,244,5,2024-08-18
209,242,447,5,2025-03-04
210,797,461,1,2024-10-11
211,506,493,4,2024-09-25
212,307,157,1,2026-04-01
213,386,194,1,2025-05-10
214,841,306,2,2025-05-17
215,61,122,2,2025-03-27
216,561,320,4,2025-08-12
217,928,179,1,2024-09-12
218,577,276,2,2026-03-13
219,852,428,5,2024-09-13
220,962,189,5,2024-10-12
221,364,17,4,2024-08-21
222,162,324,4,2025-11-05
223,482,284,1,2026-06-01
224,967,372,4,2026-06-07
225,513,175,4,2024-12-04
226,283,262,2,2025-04-17
227,15,112,5,2026-02-15
228,581,494,1,2025-09-17
229,753,189,4,2024-08-08
230,189,345,2,2025-03-23
231,5,140,1,2025-12-26
232,266,361,1,2025-08-01
233,727,138,1,2026-05-22
234,385,440,3,2026-03-14
235,572,6,5,2025-07-12
236,959,71,2,2026-01-13
237,156,422,1,2026-02-23
238,921,421,4,2026-03-19
239,242,174,5,2026-02-28
240,279,335,4,2025-07-03
241,18,288,4,2025-06-02
242,511,214,3,2024-12-15
243,222,44,4,2024-08-16
244,200,180,3,2025-03-11
245,79,448,3,2024-09-26
246,214,478,3,2024-11-03
247,539,450,5,2026-03-13
248,150,500,5,2024-08-01
249,669,238,5,2026-03-27
250,108,466,2,2025-01-27
251,1,44,4,2024-08-13
252,701,101,1,2024-08-15
253,586,175,4,2024-08-29
254,879,70,4,2026-02-24
255,368,172,4,2025-12-28
256,490,60,1,2026-02-13
257,432,278,2,2025-01-15
258,937,428,2,2024-08-07
259,14,33,1,2024-10-31
260,701,88,1,2026-05-12
261,601,435,2,2024-10-24
262,797,111,2,2024-10-06
263,10,178,3,2025-12-18
264,277,127,2,2025-12-11
265,994,440,1,2026-03-05
266,504,191,2,2026-01-17
267,763,298,1,2024-12-02
268,50,53,4,2025-01-27
269,900,497,1,2024-12-17
270,639,134,2,2025-03-01
271,327,475,5,2025-05-25
272,57,305,5,2025-12-09
273,456,201,5,2025-06-01
274,401,364,5,2025-06-12
275,907,71,4,2025-07-03
276,510,59,1,2026-07-19
277,719,366,4,2026-06-29
278,563,384,1,2026-01-12
279,66,163,5,2026-02-28
280,598,455,4,2026-02-09
281,476,79,2,2025-10-02
282,494,181,5,2025-09-05
283,616,5,3,2024-11-03
284,475,36,5,2025-11-12
285,337,139,5,2025-09-29
286,485,349,1,2024-11-10
287,134,447,4,2024-11-30
288,230,180,4,2024-11-30
289,861,173,3,2026-03-18
290,370,90,4,2025-10-18
291,478,127,2,2025-09-22
292,781,76,5,2024-09-21
293,243,220,3,2025-08-27
294,991,494,1,2025-09-19
295,251,394,4,2025-08-09
296,996,35,5,2024-09-27
297,121,313,5,2025-04-07
298,262,103,1,2025-07-16
299,42,345,4,2025-09-30
300,409,143,3,2025-12-05
301,823,351,5,2025-10-09
302,267,184,1,2025-10-07
303,397,72,3,2025-03-12
304,365,279,4,2025-01-31
305,770,389,1,2025-06-08
306,890,205,5,2025-10-19
307,468,108,4,2026-03-14
308,535,85,4,2024-10-08
309,47,80,5,2025-01-09
310,282,455,2,2025-02-08
311,648,1,1,2025-11-07
312,411,106,5,2024-09-29
313,487,235,2,2024-07-25
314,795,49,2,2024-10-31
315,814,33,4,2024-09-09
316,769,456,1,2026-03-23
317,451,76,4,2024-10-07
318,283,56,1,2025-08-15
319,828,295,5,2025-09-12
320,429,350,2,2024-12-07
321,110,279,5,2025-01-04
322,911,181,4,2024-08-06
323,740,87,2,2025-10-29
324,282,229,3,2025-05-07
325,550,447,5,2025-04-18
326,370,167,1,2025-10-25
327,902,273,4,2025-08-29
328,104,47,2,2024-12-02
329,12,439,5,2026-01-21
330,102,261,4,2024-08-23
331,407,366,5,2025-04-21
332,400,355,5,2025-08-30
333,789,33,3,2026-03-06
334,487,357,1,2024-11-03
335,918,67,5,2025-05-28
336,330,19,5,2024-10-29
337,397,295,2,2026-05-03
338,905,349,5,2025-03-03
339,51,12,1,2024-10-26
340,413,481,3,2025-02-08
341,783,352,1,2025-04-29
342,154,396,1,2025-03-11
343,47,426,3,2024-09-06
344,779,436,1,2025-03-09
345,379,321,4,2026-01-14
346,880,490,3,2024-10-28
347,121,286,3,2026-04-12
348,143,164,4,2026-05-10
349,983,10,1,2026-02-23
350,196,288,4,2026-05-29
351,700,105,5,2024-09-08
352,597,360,3,2024-09-26
353,875,124,2,2025-06-13
354,3,64,3,2025-07-08
355,580,373,1,2025-09-01
356,231,462,1,2024-11-24
357,612,333,1,2026-05-16
358,344,245,3,2025-11-29
359,697,245,3,2026-03-04
360,945,231,2,2025-05-01
361,410,15,1,2026-02-12
362,427,309,4,2025-10-30
363,977,36,5,2025-06-08
364,430,28,3,2024-10-01
365,73,21,1,2025-10-29
366,983,109,2,2025-09-13
367,225,33,2,2026-04-08
368,839,443,4,2026-03-21
369,429,365,3,2024-11-07
370,318,494,2,2025-10-21
371,178,51,4,2025-02-26
372,46,237,4,2025-07-25
373,354,219,5,2025-08-04
374,761,395,2,2025-05-31
375,887,212,1,2024-11-25
376,944,138,4,2025-11-21
377,715,252,1,2026-04-06
378,922,69,5,2024-11-12
379,789,97,4,2024-12-03
380,208,241,1,2025-08-07
381,792,428,5,2025-05-05
382,467,193,4,2026-05-20
383,567,253,2,2026-07-22
384,290,205,5,2026-07-02
385,327,246,4,2026-07-19
386,43,328,4,2026-06-27
387,679,208,2,2025-06-03
388,209,48,3,2025-03-27
389,492,213,1,2026-05-11
390,339,334,3,2025-06-02
391,483,189,4,2025-10-20
392,898,345,1,2025-10-26
393,66,247,1,2025-04-19
394,399,289,2,2025-01-29
395,757,395,2,2025-09-12
396,762,445,1,2026-05-04
397,280,53,5,2025-08-15
398,240,244,1,2025-11-06
399,883,151,2,2025-12-26
400,604,42,2,2025-01-14
401,535,302,3,2024-10-23
402,493,238,5,2026-04-26
403,689,223,1,2026-05-14
404,18,324,3,2024-09-20
405,34,278,3,2025-07-04
406,991,453,2,2025-06-16
407,732,404,5,2026-04-12
408,814,413,2,2025-12-14
409,852,171,1,2026-03-30
410,518,194,5,2025-02-01
411,65,140,5,2026-03-18
412,109,314,2,2025-08-06
413,273,316,2,2025-05-10
414,604,160,5,2025-05-06
415,695,40,3,2025-01-08
416,737,61,1,2026-02-01
417,860,54,4,2026-03-06
418,697,474,3,2025-03-10
419,117,86,4,2025-02-17
420,313,29,3,2025-01-09
421,355,318,3,2026-02-08
422,396,269,4,2025-04-25
423,430,256,5,2025-09-22
424,653,450,1,2024-08-06
425,768,349,3,2024-11-17
426,875,131,2,2025-03-25
427,942,380,5,2026-04-26
428,317,323,1,2024-09-27
429,589,482,3,2025-10-07
430,519,98,2,2026-05-04
431,348,116,3,2026-02-27
432,140,468,5,2026-05-09
433,336,204,4,2025-09-30
434,365,166,5,2025-06-15
435,199,315,5,2025-08-23
436,916,440,4,2025-04-08
437,390,104,5,2025-09-02
438,778,496,4,2026-03-19
439,661,272,3,2025-03-28
440,737,80,5,2026-01-31
441,775,240,5,2024-09-15
442,848,48,2,2026-03-08
443,615,399,2,2025-02-05
444,964,309,3,2026-04-01
445,34,196,5,2025-04-28
446,773,15,4,2026-03-10
447,485,339,2,2025-03-26
448,784,439,3,2024-09-23
449,887,277,3,2025-06-15
450,65,487,5,2026-05-14
451,925,31,4,2025-02-28
452,94,370,1,2026-01-07
453,848,247,4,2025-11-14
454,166,139,3,2024-09-07
455,968,108,2,2025-08-16
456,769,447,1,2025-04-02
457,991,499,3,2025-08-26
458,815,230,4,2025-12-29
459,254,196,5,2026-04-01
460,199,432,1,2025-02-17
461,326,72,3,2024-10-12
462,855,19,2,2025-11-07
463,553,163,1,2026-04-16
464,225,299,5,2026-01-15
465,119,273,4,2025-03-24
466,855,77,4,2026-04-27
467,947,181,1,2025-03-17
468,23,306,3,2024-09-30
469,930,35,1,2025-12-09
470,454,311,5,2025-02-12
471,24,239,1,2025-01-02
472,144,475,1,2025-07-20
473,680,391,3,2024-12-17
474,843,270,1,2024-07-31
475,38,151,2,2025-08-13
476,694,378,4,2025-08-03
477,87,165,5,2025-12-21
478,696,378,4,2025-02-06
479,171,30,3,2024-11-30
480,647,34,3,2026-06-11
481,984,227,3,2024-10-27
482,982,391,3,2024-10-02
483,38,360,5,2025-07-22
484,481,398,5,2025-12-09
485,977,378,4,2025-07-26
486,716,80,4,2026-05-15
487,445,314,3,2025-08-21
488,796,266,4,2026-06-10
489,772,457,5,2024-08-31
490,57,369,1,2026-06-13
491,800,110,3,2024-10-25
492,693,235,5,2025-11-20
493,786,257,5,2024-08-21
494,515,251,1,2026-01-31
495,550,54,2,2024-10-01
496,686,143,2,2025-01-18
497,621,170,1,2025-08-14
498,99,72,2,2024-10-26
499,850,94,5,2025-06-29
500,439,41,2,2025-12-05
501,876,159,4,2025-06-08
502,153,340,2,2026-05-18
503,993,427,5,2026-01-21
504,888,297,4,2025-01-26
505,639,313,5,2025-01-07
506,568,320,5,2026-03-29
507,911,112,1,2024-08-28
508,177,374,3,2026-03-12
509,600,298,4,2025-12-24
510,35,442,5,2025-03-21
511,877,117,4,2025-02-16
512,580,398,4,2026-01-24
513,528,173,1,2025-03-07
514,43,484,4,2024-08-07
515,496,342,2,2025-03-28
516,848,60,1,2026-07-05
517,696,42,1,2026-02-08
518,477,185,5,2025-07-21
519,79,39,3,2025-09-05
520,600,92,1,2025-12-07
521,481,495,1,2026-05-05
522,488,193,3,2025-04-21
523,684,166,3,2026-06-07
524,170,290,5,2026-05-07
525,315,311,5,2024-08-09
526,505,101,1,2025-08-26
527,94,358,3,2026-03-23
528,381,481,2,2025-07-27
529,104,112,2,2026-06-27
530,850,51,5,2026-02-06
531,228,430,1,2025-03-14
532,515,166,3,2025-04-12
533,997,313,1,2026-01-18
534,154,76,2,2026-05-12
535,573,447,4,2024-11-08
536,808,61,4,2024-07-23
537,972,467,3,2025-04-05
538,751,383,4,2026-07-21
539,857,287,2,2024-08-05
540,423,15,1,2025-10-09
541,98,1,1,2025-01-27
542,43,270,3,2024-08-01
543,222,474,3,2024-08-15
544,177,228,5,2025-10-31
545,458,48,1,2025-11-27
546,750,5,4,2024-11-10
547,94,380,2,2025-03-24
548,338,317,5,2025-12-12
549,414,295,1,2025-10-08
550,764,147,5,2026-01-07
551,952,356,5,2026-02-25
552,603,448,1,2026-01-23
553,922,204,3,2024-09-28
554,385,421,1,2025-07-05
555,657,274,4,2026-03-30
556,376,353,3,2024-09-20
557,710,449,5,2024-10-13
558,301,129,2,2024-11-09
559,884,192,4,2025-08-12
560,927,2,4,2026-03-13
561,363,372,5,2025-12-09
562,219,45,4,2024-09-13
563,223,274,1,2024-11-12
564,821,18,3,2026-01-08
565,497,90,1,2026-01-25
566,118,205,2,2025-09-11
567,279,448,2,2025-06-16
568,743,173,2,2025-11-10
569,208,20,1,2025-05-22
570,200,86,5,2026-02-01
571,174,280,4,2025-08-31
572,967,477,1,2024-11-07
573,388,315,4,2025-07-26
574,661,355,1,2025-02-10
575,625,341,3,2024-11-15
576,778,93,3,2026-06-19
577,421,400,3,2025-10-09
578,749,20,1,2026-02-16
579,102,117,1,2025-08-03
580,723,340,1,2024-10-17
581,368,331,2,2026-03-02
582,483,301,3,2025-12-13
583,536,48,3,2026-01-30
584,584,389,5,2025-05-22
585,664,81,2,2025-05-04
586,367,425,2,2025-10-15
587,221,440,2,2026-07-22
588,368,97,3,2024-12-31
589,124,73,2,2025-10-02
590,132,94,2,2024-08-14
591,307,194,1,2024-11-03
592,533,67,5,2025-07-06
593,299,126,1,2025-05-23
594,632,463,3,2026-01-30
595,472,222,2,2025-11-13
596,72,380,5,2026-04-08
597,285,139,4,2026-02-18
598,669,395,5,2025-11-05
599,259,76,3,2025-09-09
600,348,327,4,2025-07-19
601,514,83,5,2025-03-26
602,869,32,3,2025-05-25
603,305,120,5,2025-02-28
604,573,154,4,2025-06-25
605,674,51,1,2025-04-26
606,868,227,4,2025-02-21
607,372,351,3,2026-06-18
608,828,406,1,2024-08-06
609,497,342,2,2025-04-24
610,289,201,2,2026-03-29
611,550,142,5,2025-11-12
612,383,102,3,2025-04-12
613,796,353,5,2025-06-29
614,960,396,1,2025-02-16
615,671,129,3,2026-07-22
616,138,279,1,2025-03-16
617,515,197,1,2024-09-14
618,566,175,1,2025-06-25
619,814,4,4,2024-11-30
620,220,11,3,2025-02-19
621,626,336,5,2024-09-07
622,988,412,4,2024-08-02
623,783,319,4,2024-09-29
624,458,98,4,2026-07-03
625,645,265,4,2025-01-23
626,572,62,3,2025-05-04
627,763,454,3,2025-01-24
628,101,348,3,2025-09-20
629,651,279,2,2026-05-20
630,560,75,4,2025-01-01
631,603,257,3,2026-06-18
632,903,483,5,2025-08-05
633,107,111,4,2026-04-28
634,838,250,1,2025-07-13
635,619,494,5,2025-12-19
636,194,217,4,2025-12-15
637,978,231,3,2025-10-01
638,486,206,1,2026-03-12
639,896,500,4,2026-06-19
640,374,59,1,2025-03-27
641,990,482,1,2026-02-13
642,818,346,1,2026-07-23
643,750,91,2,2024-12-15
644,34,181,4,2025-06-20
645,681,239,2,2025-02-12
646,25,410,4,2026-06-02
647,611,171,3,2026-03-09
648,337,54,4,2026-04-03
649,7,10,3,2026-06-16
650,437,94,4,2026-01-20
651,950,493,3,2026-05-15
652,273,307,1,2025-07-05
653,613,110,4,2026-04-01
654,355,439,1,2025-09-26
655,171,295,2,2025-09-22
656,913,119,5,2024-12-14
657,633,59,3,2024-10-31
658,834,149,2,2024-11-20
659,736,46,5,2025-02-12
660,287,245,4,2025-09-16
661,114,461,4,2025-07-22
662,582,317,4,2025-08-22
663,305,287,4,2025-05-27
664,813,260,2,2025-11-02
665,303,416,3,2024-11-02
666,354,422,3,2025-05-14
667,745,204,5,2025-05-17
668,102,409,4,2026-04-07
669,188,306,5,2026-06-24
670,793,397,4,2025-08-16
671,448,42,2,2025-02-07
672,275,149,4,2025-05-11
673,140,260,2,2026-01-05
674,878,4,1,2024-10-02
675,464,31,4,2026-07-19
676,111,226,3,2025-05-11
677,566,431,4,2025-06-12
678,488,45,2,2026-04-17
679,174,121,2,2025-09-30
680,443,229,1,2026-05-03
681,335,398,2,2024-07-30
682,404,13,4,2024-12-06
683,778,153,2,2025-11-11
684,284,159,2,2025-02-17
685,920,192,3,2026-06-27
686,214,494,2,2024-07-25
687,312,299,4,2026-03-02
688,637,207,1,2024-09-28
689,134,260,3,2025-10-18
690,3,428,2,2024-09-25
691,889,162,3,2025-10-29
692,257,483,5,2025-05-06
693,415,297,5,2024-11-01
694,128,417,5,2026-06-29
695,115,209,5,2025-05-10
696,902,225,1,2024-10-14
697,260,143,2,2025-12-19
698,74,155,3,2025-04-19
699,120,353,4,2026-07-04
700,81,172,1,2024-11-02
701,239,193,3,2026-06-20
702,949,432,4,2026-07-20
703,516,209,2,2025-05-30
704,815,110,3,2024-10-24
705,453,227,5,2026-01-28
706,78,376,2,2024-09-26
707,261,258,4,2025-10-17
708,290,102,3,2024-07-26
709,570,13,3,2024-11-27
710,496,298,4,2025-05-10
711,955,421,2,2025-05-20
712,530,392,4,2025-12-08
713,373,428,3,2025-06-18
714,523,293,5,2024-09-04
715,95,44,3,2026-06-22
716,98,396,1,2025-11-30
717,154,2,1,2025-08-24
718,652,309,2,2025-11-19
719,915,148,2,2025-10-09
720,262,441,4,2025-09-10
721,435,162,1,2025-05-21
722,99,347,3,2025-01-15
723,767,211,3,2025-05-02
724,561,263,5,2025-06-14
725,954,254,5,2024-11-25
726,869,264,1,2025-11-12
727,94,434,3,2024-12-05
728,892,75,4,2024-11-11
729,387,181,4,2026-02-07
730,384,394,1,2026-06-17
731,339,111,4,2026-04-16
732,446,425,5,2025-01-23
733,229,411,3,2026-07-21
734,502,396,5,2025-02-16
735,654,48,5,2026-06-15
736,721,109,2,2025-06-25
737,195,240,3,2026-04-03
738,582,65,4,2025-06-11
739,472,495,3,2025-11-27
740,436,211,2,2025-08-15
741,250,316,2,2026-03-26
742,42,226,3,2024-10-10
743,700,355,5,2026-04-17
744,226,223,4,2025-04-13
745,632,73,5,2025-08-30
746,456,424,3,2024-07-30
747,160,380,4,2025-04-27
748,402,183,4,2024-09-27
749,848,18,2,2025-07-01
750,206,120,4,2024-12-27
751,726,485,2,2024-08-27
752,435,150,1,2024-11-04
753,790,205,5,2024-10-01
754,922,238,5,2025-06-29
755,499,439,1,2025-08-27
756,59,257,1,2026-07-10
757,587,362,1,2026-03-15
758,457,309,3,2025-12-26
759,724,84,2,2025-06-11
760,122,388,5,2024-07-31
761,701,239,5,2025-10-17
762,526,257,3,2026-02-16
763,8,145,3,2025-07-25
764,560,336,3,2025-08-04
765,13,271,4,2025-07-14
766,453,161,3,2025-09-06
767,153,215,2,2026-03-17
768,655,335,2,2025-03-29
769,398,93,2,2026-07-01
770,785,234,2,2024-11-16
771,835,152,3,2025-04-15
772,300,466,5,2024-07-24
773,412,312,5,2026-02-07
774,762,329,2,2024-11-07
775,144,279,4,2026-07-03
776,772,24,4,2025-06-17
777,261,265,1,2025-05-22
778,998,469,3,2025-04-23
779,978,413,5,2025-07-30
780,110,141,2,2024-12-07
781,656,324,4,2024-10-04
782,754,170,2,2024-08-16
783,506,392,1,2024-08-10
784,773,11,5,2025-03-14
785,319,448,4,2024-11-26
786,100,8,2,2025-02-18
787,657,456,2,2025-09-09
788,955,493,5,2025-11-08
789,82,23,3,2025-11-15
790,537,125,4,2026-06-10
791,937,52,3,2025-07-16
792,586,494,2,2025-04-27
793,910,365,3,2025-02-05
794,610,242,4,2025-04-01
795,413,290,5,2025-04-13
796,471,380,5,2025-12-26
797,915,255,1,2025-08-14
798,610,190,3,2025-09-15
799,947,303,1,2026-06-09
800,527,15,5,2025-12-14
801,802,457,5,2024-12-20
802,262,15,3,2025-12-28
803,275,12,1,2025-10-01
804,81,130,3,2026-03-07
805,572,76,2,2025-07-22
806,127,158,2,2024-12-21
807,545,440,2,2025-11-16
808,256,372,5,2025-11-18
809,846,420,2,2026-06-09
810,174,20,5,2025-06-07
811,31,98,2,2024-09-05
812,617,130,1,2024-12-09
813,586,401,4,2024-09-28
814,466,226,3,2026-06-04
815,999,363,5,2025-05-21
816,872,249,2,2025-12-06
817,38,354,2,2025-03-16
818,808,215,4,2025-11-30
819,789,335,2,2025-04-16
820,155,311,1,2025-05-03
821,735,475,3,2025-03-17
822,525,493,5,2025-02-22
823,82,482,4,2024-09-06
824,896,321,2,2025-01-10
825,402,82,5,2025-09-01
826,924,338,2,2025-01-29
827,696,250,3,2024-09-28
828,11,364,5,2024-09-18
829,255,67,5,2025-12-26
830,92,405,5,2025-05-05
831,274,36,2,2025-07-26
832,984,92,2,2024-12-02
833,284,486,5,2025-01-04
834,652,96,5,2025-10-23
835,883,122,1,2026-04-25
836,338,22,3,2026-01-21
837,796,242,4,2025-11-16
838,12,153,3,2025-11-05
839,986,51,4,2025-10-26
840,638,45,3,2026-07-06
841,918,370,2,2026-07-04
842,623,268,4,2026-06-22
843,628,403,4,2025-03-08
844,729,343,4,2024-08-28
845,504,82,4,2026-01-09
846,393,87,2,2025-06-18
847,890,366,5,2026-06-07
848,561,97,3,2025-07-17
849,832,109,1,2026-03-31
850,752,408,3,2025-01-08
851,68,382,3,2024-10-25
852,545,492,3,2024-09-24
853,941,16,4,2026-02-03
854,468,377,1,2026-07-01
855,18,146,5,2025-07-19
856,660,173,5,2025-05-17
857,879,125,1,2026-06-26
858,928,265,4,2025-04-07
859,274,441,3,2026-04-12
860,373,53,5,2026-01-14
861,653,186,1,2026-07-14
862,887,235,2,2025-08-29
863,213,183,3,2025-11-25
864,96,99,1,2024-12-31
865,330,252,1,2025-07-11
866,975,158,4,2024-12-06
867,517,268,1,2024-09-05
868,495,333,2,2025-07-13
869,206,332,5,2024-12-07
870,269,449,4,2024-10-23
871,521,299,5,2025-04-21
872,655,40,1,2025-12-08
873,821,132,3,2024-10-18
874,680,292,2,2024-12-13
875,606,491,3,2025-06-27
876,70,82,4,2024-11-14
877,373,354,4,2025-12-04
878,965,205,5,2025-06-23
879,37,81,2,2026-03-20
880,109,171,4,2025-01-09
881,175,7,2,2025-10-03
882,564,160,1,2025-07-20
883,851,98,1,2025-01-19
884,560,72,2,2025-05-09
885,173,365,5,2024-10-11
886,51,370,5,2026-06-14
887,135,239,4,2026-02-03
888,162,404,2,2025-09-28
889,221,230,5,2024-08-31
890,122,227,5,2025-02-26
891,255,475,5,2026-04-07
892,534,95,4,2024-12-22
893,147,196,2,2025-05-03
894,566,463,4,2025-09-25
895,11,14,5,2025-03-17
896,487,298,5,2026-07-06
897,432,16,2,2025-11-01
898,397,245,1,2025-03-21
899,539,320,1,2026-02-19
900,77,448,1,2024-11-21
901,868,145,1,2026-06-22
902,379,287,1,2025-01-26
903,80,249,3,2025-09-23
904,872,224,1,2025-06-26
905,582,278,5,2026-02-02
906,362,352,2,2025-05-02
907,252,483,1,2026-07-19
908,174,110,5,2025-06-18
909,243,175,2,2024-08-30
910,339,458,5,2025-01-27
911,617,351,2,2024-11-10
912,775,84,5,2026-03-21
913,293,364,3,2024-07-27
914,198,251,3,2025-04-28
915,90,219,2,2026-07-03
916,723,192,4,2025-02-26
917,514,37,4,2026-06-10
918,505,120,4,2025-05-11
919,778,27,1,2025-04-24
920,685,175,2,2026-04-15
921,8,400,3,2024-09-16
922,568,227,3,2026-07-13
923,785,117,3,2024-08-14
924,126,15,2,2026-07-16
925,156,255,1,2025-03-31
926,613,150,1,2025-08-22
927,141,118,5,2025-03-24
928,851,483,2,2025-12-16
929,346,253,1,2024-09-24
930,594,452,4,2025-01-12
